,well,fov,label,nuc-intensity_mean,nuc-centroid-0,nuc-centroid-1,nuc-area,nuc-intensity_variance,nuc-intensity_median,nuc-intensity_percentiles-0,nuc-intensity_percentiles-1,nuc-intensity_percentiles-2,nuc-intensity_percentiles-3,3-intensity_mean,3-intensity_variance,3-intensity_median,3-intensity_percentiles-0,3-intensity_percentiles-1,3-intensity_percentiles-2,3-intensity_percentiles-3,4-intensity_mean,4-intensity_variance,4-intensity_median,4-intensity_percentiles-0,4-intensity_percentiles-1,4-intensity_percentiles-2,4-intensity_percentiles-3,cell-intensity_mean,cell-area,cell-axis_major_length,cell-axis_minor_length,cell-perimeter,cell-intensity_variance,cell-intensity_median,cell-intensity_percentiles-0,cell-intensity_percentiles-1,cell-intensity_percentiles-2,cell-intensity_percentiles-3,1-intensity_mean,1-intensity_variance,1-intensity_median,1-intensity_percentiles-0,1-intensity_percentiles-1,1-intensity_percentiles-2,1-intensity_percentiles-3
247,r07c18,8,64.0,5213.2962962962965,952.9952516619184,860.5451092117759,1053.0,1157177.8609264535,5365.0,3593.0,4516.0,5989.0,6518.200000000001,6930.886829268293,3517608.836948484,6521.0,4977.8,5645.0,7721.0,9501.100000000002,3948.1273170731706,2884940.738424509,3396.5,2590.9,2927.25,4262.0,6155.700000000005,3660.840975609756,2050.0,53.672609164949016,48.84597879400045,168.02438661763952,1206754.3737356334,3384.0,2735.0,2978.5,4071.75,4764.100000000001,1052.0048780487805,38572.0497323022,1003.0,881.9,929.0,1083.75,1347.0
248,r07c18,8,65.0,7571.824561403509,960.5986842105264,6.31140350877193,456.0,5197439.092028316,8014.0,4052.0,5568.75,9659.25,10224.5,5141.8452586206895,16492928.629072348,3683.5,1511.0,2188.75,6654.5,11950.899999999998,3235.874568965517,9334356.966594642,1960.5,958.0,1288.25,3765.0,8312.999999999996,2244.096120689655,2320.0,79.00456275617387,39.82336102497228,216.1370849898476,1849103.8386056407,1968.0,1386.8,1655.0,2309.0,3072.2,1075.457327586207,125838.150765272,930.0,801.0,840.0,1138.0,1663.1
249,r07c18,8,66.0,5209.8808080808085,963.4090909090908,928.0767676767676,990.0,1772921.4443791453,5237.5,3391.0,4186.0,6244.75,6922.0,6863.808750882145,4679493.782054685,6106.0,5048.0,5441.0,7675.0,10325.800000000005,4223.822865208186,3804246.133055164,3365.0,2810.6,3033.0,4890.0,7407.800000000001,3636.105151729005,1417.0,47.727435068932216,38.28093177816192,146.02438661763952,2833305.364384186,3302.0,2384.2,2983.0,3612.0,4577.200000000001,1052.0980945659844,33238.34252989085,974.0,902.0,936.0,1112.0,1374.8000000000002
250,r07c18,8,67.0,8097.986394557823,955.952380952381,1076.1224489795918,147.0,5699075.428386321,8525.0,4390.6,6286.5,10272.5,10883.2,7612.068405797101,11403767.517639488,7314.0,3106.0,5883.0,8699.0,12104.2,4238.2301449275365,5901791.190511574,3808.0,1492.0,3089.0,4630.0,7755.600000000008,3761.488695652174,1725.0,59.32633086384728,39.78069124107707,180.8528137423857,2601403.929872212,3937.0,2023.0,2493.0,4367.0,4717.6,1180.6927536231883,89706.74501995379,1147.0,854.0,1022.0,1239.0,1519.6000000000015
251,r07c18,8,68.0,8261.09052631579,966.0915789473684,388.3578947368421,950.0,3582162.198120776,8585.0,5465.9,6926.75,9665.0,10401.4,7869.359695371998,6458159.438281805,6908.0,5863.0,6201.0,8401.0,12392.8,4608.691271236086,6195259.402636169,3683.0,3104.2,3339.0,4445.5,8662.800000000001,3750.9068541300526,1707.0,48.2499302833598,45.373766920606045,152.71067811865476,1874498.6187403668,3532.0,2600.0,3145.0,3867.5,4954.000000000002,1054.998828353837,29745.01112926579,998.0,909.0,949.0,1067.5,1378.0
252,r07c18,8,69.0,6140.872848948375,978.5583173996176,746.6749521988528,1046.0,1618263.9159549812,6220.5,4268.5,5366.75,7202.75,7713.5,6207.847066167291,2005050.2094452004,5809.5,4808.1,5171.5,6953.25,8336.400000000001,3513.181023720349,1603586.340513809,3039.0,2447.0,2644.25,3991.75,5515.300000000001,3414.8358302122347,1602.0,52.52523617559614,39.09075438955788,153.53910524340094,1019724.3082542731,3149.0,2614.1,2940.25,3517.75,4429.1,1004.6279650436952,39293.781689866446,928.5,849.1,891.0,1005.75,1346.0
253,r07c18,8,70.0,5074.088954056696,975.6363636363636,960.9960899315738,1023.0,1348215.240376521,5110.0,3463.0,4265.5,5923.5,6493.6,5024.016139444803,1135649.538151397,4736.0,3932.8,4216.0,5562.0,6750.4,2857.859909619109,908413.2063269124,2511.0,2071.0,2210.0,3030.0,4640.2,2781.9825693996127,1549.0,47.44556010424476,41.79358619340852,146.71067811865476,441701.4451448508,2622.0,2277.8,2452.0,2873.0,3447.2000000000007,849.5067785668173,18148.74188432863,810.0,745.0,773.0,852.0,1101.0
254,r07c18,8,71.0,4246.995994659546,996.7089452603471,1069.196261682243,749.0,520470.5914392309,4346.0,3155.0,3844.0,4728.0,5076.6,6063.645584725537,1713487.974628477,5796.5,4566.5,4884.0,7203.0,7881.0,3729.860978520287,1200179.5373556055,3201.5,2647.0,2839.75,4721.75,5439.0,3315.289976133652,1676.0,55.626107253500535,38.63380837391136,156.0243866176395,1274797.3383482094,3030.0,2473.5,2754.5,3354.5,4497.0,992.832338902148,9577.991579493735,970.0,885.0,921.0,1052.0,1131.0
255,r07c18,8,72.0,5219.10657370518,994.800796812749,837.7330677290837,1004.0,1172622.194817344,5386.0,3588.7000000000003,4496.75,5995.75,6503.0,3042.909799097991,2723200.5822697016,2660.0,1154.6,1621.0,4227.0,5669.800000000001,1389.229602296023,729054.0481437943,1097.0,606.8,774.0,1902.0,2629.0,1548.2382123821235,2439.0,127.02703343810538,30.803304815110643,284.5340546095176,331784.81861361454,1374.0,1054.0,1226.0,1540.0,2473.2000000000003,633.8888888888889,11464.548129925744,616.0,537.0,579.0,670.0,747.2000000000003
256,r07c18,8,73.0,9517.393777777776,1005.8977777777778,662.7404444444444,1125.0,3737160.720494617,10021.0,6264.0,8786.0,10756.0,11446.2,5750.857958600999,1486393.2781825566,5352.0,4680.0,4947.0,6094.0,7754.0,3374.649536045681,1374307.5809580288,2965.0,2613.0,2767.0,3318.0,5547.0,3398.3147751606,1401.0,50.305221177943096,35.79113772474031,143.88225099390854,1668428.5326082474,3139.0,2521.0,2812.0,3431.0,3980.0,954.5574589578872,7984.435135298992,934.0,867.0,898.0,974.0,1104.0
257,r07c18,8,74.0,3866.2318567389257,1013.5428840716304,1022.6606974552308,1061.0,771368.636157627,3804.0,2718.0,3288.0,4495.0,5076.0,6407.61407249467,5769794.721706728,5548.0,4328.6,4629.5,7364.0,10563.2,3527.1599147121533,3634703.662415913,2701.0,2253.0,2421.0,3468.0,7050.200000000003,3565.988628287136,1407.0,48.6409418951475,37.1587955345943,142.0243866176395,3068173.4511855384,3024.0,2638.8,2841.5,3291.0,5125.400000000005,1009.3304904051172,62974.595111557646,922.0,832.6,871.0,985.5,1439.000000000001
258,r07c18,8,75.0,6638.793244626408,1014.3551688843398,626.3234390992835,977.0,1906683.9900055423,6829.0,4664.2,5765.0,7592.0,8287.4,7822.259444048467,3733975.505033761,7168.0,5856.2,6432.5,8903.5,10994.0,4525.552387740556,3140436.991375268,3699.0,3074.4,3314.0,5581.0,7600.799999999999,3787.816821097648,1403.0,49.544807838616535,37.04682253208767,145.8111831820431,997150.9051482696,3639.0,2694.6,3344.5,4006.5,5066.599999999999,1147.5424091233072,35137.18048942064,1073.0,983.2,1022.0,1228.0,1475.6
259,r07c18,8,76.0,6340.364354697103,1014.6707638279192,377.451273046532,1139.0,1539195.1464379283,6609.0,4395.6,5561.0,7225.0,7712.0,6150.525806451613,3236819.413204995,5619.0,4664.0,5030.0,6760.5,9022.1,3385.1348387096773,2294173.619883038,2949.0,2323.7,2646.0,3311.0,6260.900000000007,3184.1496774193547,1550.0,52.73078356223903,37.62649276417192,149.53910524340094,1577411.0188869925,3001.5,2145.9,2671.0,3225.75,3661.4000000000033,995.2045161290324,30104.61946347555,944.0,858.0,896.0,1011.0,1296.2000000000005
260,r07c18,8,77.0,5470.266591676041,1015.8537682789652,863.1012373453318,889.0,1240068.0920334903,5673.0,3690.4,4883.0,6264.0,6662.8,3804.177953774042,3314158.3020967986,3859.0,1445.6,2086.5,5199.5,6215.400000000001,2254.565702278972,1451827.081952808,2138.0,897.0,1178.5,3033.0,4083.400000000001,2167.14627444642,6187.0,120.13946165407252,70.6154175746728,344.3919189857866,1191376.9320545702,1878.0,1236.6,1483.0,2615.0,3261.4000000000005,855.7219977371909,28672.94712075448,818.0,687.0,732.0,929.5,1067.0
261,r07c18,8,78.0,5284.081601231716,1019.9584295612008,196.7174749807544,1299.0,1095042.757005596,5433.0,3734.0,4616.5,6054.0,6541.6,6096.993156544055,2842947.0983278463,5563.0,4250.0,4743.0,7285.0,8679.2,3426.874251497006,1627835.0030068178,2880.0,2274.0,2467.0,4125.0,5677.4,3782.724550898204,1169.0,46.03709951138289,32.83570292032273,133.29646455628165,3769175.754752258,3041.0,2610.8,2842.0,3606.0,6444.400000000001,955.8751069289992,20397.719217802936,907.0,832.0,862.0,996.0,1186.2
262,r07c18,8,79.0,5575.982345523329,1016.9470365699874,903.092055485498,793.0,1207326.567153641,5763.0,3900.2,4810.0,6491.0,6871.0,3389.8762851268,2201520.924722046,3737.5,1222.7,1962.5,4551.0,5134.0,1817.876285126799,794079.0967576869,1813.5,674.7,1034.25,2336.0,3015.800000000001,2233.944139821796,2918.0,121.82736150620433,37.48378376956268,292.0071426749364,919273.5263518816,2051.0,1009.7,1372.25,3160.0,3480.3,740.7097326936258,9499.799569428204,723.5,626.0,675.0,798.0,877.0
263,r07c18,8,80.0,4223.350049164208,1025.670599803343,978.802359882006,1017.0,895209.8499336259,4204.0,2937.4,3535.0,4889.0,5550.4,7546.266588373459,6664310.538443265,6635.0,5324.2,5872.0,8760.0,11579.2,4775.588373458602,6559682.226922956,3497.0,2880.4,3144.0,6267.5,8923.4,3609.30475631239,1703.0,58.35358906439435,37.94757830231236,164.36753236814712,2718385.8184565315,3065.0,2372.0,2870.5,3506.5,5925.4,1068.9541984732823,55615.66202435756,973.0,881.0,923.0,1190.0,1381.8
264,r07c18,8,81.0,5557.385597082954,1035.929808568824,698.1449407474931,1097.0,1156210.7838581896,5769.0,3963.4,4866.0,6366.0,6725.4,4748.556074766355,866739.057603284,4451.0,3818.0,4059.5,5296.5,6171.0,2487.65070093458,249698.7389714713,2360.5,1969.0,2116.75,2724.0,3281.5,2613.15070093458,856.0,45.99406812115029,24.247608515055475,116.18376618407356,505440.9691116582,2460.0,1903.5,2248.0,2687.25,3797.0,781.5397196261682,6641.098889641018,768.5,689.0,721.0,828.0,901.0
265,r07c18,8,82.0,6436.80870561283,1045.9782359679266,656.4261168384879,873.0,1574841.8568772478,6713.0,4497.4,5686.0,7335.0,7814.8,5799.031836734694,2556489.5589864226,5316.0,4271.4,4561.0,6614.0,7956.0,3453.129795918368,1727982.6419285298,2896.0,2431.0,2569.0,3757.0,5593.200000000006,3352.0155102040817,1225.0,46.304984747744136,34.64954484703614,139.46803743153546,2058765.674045148,2864.0,2523.4,2704.0,3241.0,4926.400000000009,925.534693877551,10334.265122865476,891.0,827.0,853.0,972.0,1088.0
266,r07c18,8,83.0,6191.900398406375,1047.316733067729,373.1573705179283,1004.0,2222824.7709560166,6226.5,4014.6,5140.75,7438.25,8028.4,7078.569120287253,6535453.552224182,5952.0,4801.0,5172.0,8687.0,11519.0,4220.90724117295,4530699.362431108,3179.0,2603.0,2786.0,4943.5,8043.0,3775.8102932375823,1671.0,54.05956179076584,39.94179707657423,162.88225099390857,2765535.864071189,3261.0,2596.0,2995.5,3732.5,5640.0,1029.266906044285,45017.02870131912,941.0,847.0,885.5,1096.0,1391.0
267,r07c18,8,84.0,5624.610491071428,1056.428571428571,101.12388392857144,896.0,1828412.5324345804,5930.5,3509.5,4651.75,6678.0,7150.5,7038.441597139452,6475148.644682074,6165.5,4982.0,5441.5,7650.25,10866.8,4392.96305125149,6396116.8186586285,3247.0,2623.7,2893.0,4932.25,8323.599999999999,3181.592967818832,1678.0,51.37883983376098,41.880180419824775,159.19595949289334,2238781.219902873,2996.5,2019.0,2405.25,3315.75,3719.499999999999,961.8647199046484,19465.46739655445,908.5,827.0,866.25,1036.75,1201.0
268,r07c18,8,85.0,8604.226470588235,1053.7426470588234,438.2455882352941,680.0,4273127.6516522495,8818.5,5585.900000000001,7207.75,10220.75,11348.5,5872.781173594132,2649795.7504035127,5472.5,4058.5,4585.5,6765.0,8538.600000000002,3413.107579462103,1964549.4676442635,2902.5,2162.1,2415.5,3910.75,5851.100000000002,3191.9180929095355,818.0,39.01025484959397,27.104488370094472,111.49747468305831,1169127.0605283922,2743.5,2312.1,2525.0,3573.5,4915.1,863.5036674816625,25601.311111243955,816.0,711.0,750.0,913.75,1113.3000000000002
269,r07c18,8,86.0,4942.659597030753,1054.1675503711558,780.9681866383881,943.0,1013794.2245287878,5055.0,3415.0,4329.5,5641.5,6204.6,5979.948847262248,2442039.1119367112,5662.5,4272.7,4828.25,6894.5,8417.199999999999,3578.3537463976945,1781501.815065215,3155.0,2336.7,2636.75,4256.5,5573.799999999999,3301.712536023055,1388.0,46.61558304401665,38.12949240739714,140.36753236814712,755252.676009995,3211.0,2437.4,2804.75,3610.5,4128.6,907.1757925072046,12831.7500768215,890.0,780.0,823.75,969.0,1075.0
270,r07c18,8,87.0,5038.064575645756,1063.9271217712178,15.90221402214022,1084.0,639295.5382654102,5207.5,3848.1,4687.0,5575.25,5842.4,5737.03557312253,1887928.601896608,5364.0,4283.4,4811.0,6562.0,7968.200000000005,3413.60395256917,1598280.488996235,2889.0,2305.2,2525.0,4204.0,5638.000000000002,3234.713833992095,1265.0,46.1030869597438,34.96780242272119,132.46803743153546,734229.3441959724,3139.0,2342.0,2806.0,3412.0,3976.2,871.499604743083,15701.127470199504,829.0,756.0,789.0,915.0,1084.0
271,r07c18,8,88.0,3283.24459234609,1068.7454242928452,1054.6971713810317,601.0,183392.2113892265,3354.0,2710.0,3075.0,3551.0,3737.0,5404.215002953338,1708412.4936437833,5086.0,4010.4,4462.0,6216.0,7287.799999999999,2927.3845245126995,1223507.8302862034,2656.0,1991.2,2315.0,3148.0,4443.0,2824.919078558772,1693.0,54.98355564312924,39.74766920908085,156.46803743153546,936284.0554718032,2640.0,1851.2,2335.0,2906.0,4224.399999999999,827.5871234494979,14006.738570166097,809.0,700.2,750.0,875.0,980.8
272,r07c18,8,89.0,4553.720116618076,1074.5597667638483,876.7172011661808,343.0,990899.496009316,4746.0,3110.0,3798.0,5264.5,5721.4,5864.081161578555,2318449.072340572,5514.0,4574.2,4952.5,6407.0,7501.599999999999,3419.6425912137006,1564244.0107548644,3063.0,2628.0,2810.5,3527.5,4489.599999999999,2781.114668652271,1343.0,46.34725519511677,37.558295809900486,143.71067811865476,192573.01589056404,2782.0,2275.6,2584.5,2981.0,3201.8,913.319434102755,11924.385675926967,887.0,823.0,850.5,945.0,1027.8
273,r07c18,6,1.0,6447.0760456273765,7.144486692015209,292.9923954372624,263.0,1698349.3022018536,6658.0,4554.8,5505.5,7471.0,8053.2,4218.727027027027,8857947.887107376,3416.5,1174.7,1780.25,5978.5,8455.400000000001,2253.583783783784,3608183.337034331,1521.0,671.9,884.0,3062.0,4755.9000000000015,2195.27945945946,1850.0,59.84791882649552,41.464069668760914,171.63961030678928,1963857.4251456533,1640.5,1267.0,1448.0,2284.5,4198.900000000005,896.6670270270271,78548.6080479182,783.0,657.0,700.25,1035.25,1286.1
274,r07c18,6,2.0,9764.266470009832,53.690265486725664,689.2055063913471,1017.0,6414707.725453911,10034.0,6225.6,7846.0,11547.0,13019.8,1408.4578651685392,113654.95796248368,1350.5,1012.0,1163.5,1628.75,1902.6,795.7294007490636,21453.822843461123,775.0,628.0,686.75,900.0,1011.0,1142.5290262172284,1068.0,72.88207988372804,19.56910100161184,163.25483399593904,20853.799719276463,1143.5,964.0,1035.75,1238.0,1308.0,550.8932584269663,3318.6777448133653,542.5,482.0,510.0,584.25,631.3000000000001
275,r07c18,6,3.0,7307.432180851064,65.81382978723404,368.0625,752.0,2908043.2321026907,7405.5,4956.5,6124.75,8402.5,9641.7,4761.879591129591,10892510.39004086,3720.5,1808.1,2413.5,6223.25,8772.400000000003,2637.150381150381,4949517.473920506,1851.5,1052.1,1264.0,3156.25,4770.700000000002,2644.453915453916,5772.0,136.0541538870714,57.170334427938194,342.0071426749364,2850408.4048408708,1987.0,1475.1,1673.0,3190.5,4570.900000000001,1032.0433125433126,64119.1263291518,958.0,815.0,864.0,1110.0,1326.0
276,r07c18,6,4.0,11579.439597315435,72.46308724832215,620.2393736017897,894.0,5987840.541653529,11762.5,8074.3,10152.25,13472.5,14582.1,4083.54420328216,5481012.615436223,3712.5,1341.0,2290.25,5330.0,7039.0,2113.651667548968,2345895.930543805,1556.0,723.0,1025.25,2779.0,3921.2000000000007,2487.80836421387,3778.0,90.0482852653958,58.86423230273727,280.8294731452727,1845616.9638051053,2153.0,1425.0,1731.25,3055.25,3695.0,920.1090524086818,54150.52913457058,853.0,710.0,760.0,1008.0,1200.0
277,r07c18,6,5.0,5565.906771344456,79.31599607458293,85.35525024533857,1019.0,1016490.922613619,5689.0,4135.4,4874.5,6321.5,6742.6,3400.241485566007,4071387.84713396,2911.0,1198.0,1695.0,4752.25,6331.5,1704.757216996432,1453254.460193617,1219.0,613.0,805.25,2339.25,3498.0,1726.4370742783003,6166.0,139.23956223507187,64.44040647375746,407.47518010647184,600662.4698483328,1465.0,1046.0,1229.0,1904.75,2872.5,802.7049951346091,46807.483033757686,773.0,561.0,639.0,915.0,1073.0
278,r07c18,6,6.0,3569.2733564013843,86.9515570934256,4.429065743944637,289.0,323482.09482645086,3692.0,2741.4,3188.0,3973.0,4200.2,5232.71411969785,11241250.183234684,4237.0,1696.2,2483.5,7508.5,10048.0,2862.6151462328103,4384843.143578455,1985.0,1064.0,1345.0,3932.5,5855.800000000002,2920.4369552585704,5163.0,91.79198487930168,76.72281953646161,297.237590053236,3523688.5144739365,2221.0,1592.2,1863.5,3197.0,5246.400000000001,1103.0027116017818,97998.57175325153,984.0,823.0,879.0,1255.0,1530.0
279,r07c18,6,7.0,7519.287548138639,103.74711168164312,424.3594351732991,779.0,3126431.1599348104,7483.0,5064.400000000001,6260.5,8953.5,9848.4,3139.7363713798977,2097373.641317668,2730.5,1525.4,2064.0,4075.75,5477.500000000001,1639.5868824531517,1233752.5346149823,1139.5,686.0,830.0,2156.25,3577.3,1649.8215502555363,2348.0,67.01194385293591,50.245408222847765,217.61017305526644,347547.52309606347,1441.0,1088.7,1266.0,1911.0,2541.0,713.1465076660988,20216.797956287424,675.0,577.7,620.0,755.25,931.0
280,r07c18,6,8.0,3855.251152073733,113.20391705069125,1053.205069124424,868.0,553356.3332359999,3825.5,2910.7,3413.5,4356.25,4838.8,4848.6593229446535,6126546.874266924,4860.0,1668.1,2997.5,6073.25,7999.000000000001,2490.336109618485,2894081.5041716457,1974.5,842.1,1250.25,3162.0,4634.300000000001,2784.729983879635,3722.0,141.09694681159883,36.51005839487964,319.1614716074871,1982576.3894771088,2376.5,1578.1,1904.0,3558.5,4070.8,1065.4263836646965,69123.12475258573,1003.0,830.0,899.25,1131.0,1383.8000000000002
281,r07c18,6,9.0,4844.296060991105,131.84243964421856,1027.4472681067343,787.0,774310.299895539,4983.0,3493.6000000000004,4337.0,5446.5,5876.8,5411.3515728258,12320535.399262,4826.0,1662.0,2290.25,7640.75,10435.5,2917.509251916468,5370193.091574461,2125.0,915.0,1231.0,3751.75,6369.5,3066.646841131377,7566.0,113.75482180236156,85.42828216358588,339.32085117392114,2694385.6886544414,2596.5,1751.0,2151.0,3539.5,4826.5,1254.3470790378008,902533.2152485392,951.0,721.0,800.0,1216.0,2240.0
282,r07c18,6,10.0,7689.380264741276,131.5306859205776,256.2141997593261,831.0,2229260.510031699,8006.0,5405.0,6784.0,8776.5,9353.0,3325.4173014145813,1465472.1985472336,3313.5,1679.5,2664.75,3872.25,4632.3,1716.284548422198,850193.4734391596,1462.0,1010.7,1265.25,1809.75,2683.3,2286.4336235038086,1838.0,90.10384763275344,28.63289704115289,211.1959594928933,133606.9866170117,2315.5,1869.1,2134.0,2509.0,2713.0,937.5108813928184,19579.2194136954,903.0,835.0,867.0,954.75,1069.0
283,r07c18,6,11.0,8272.951871657753,135.225935828877,411.7272727272728,748.0,5767982.770410935,8045.5,5141.7,6436.75,10239.5,11697.500000000002,7138.623435152729,15904633.932310082,6087.0,3040.8,4490.0,8743.0,13002.000000000004,3793.184777165749,8213946.685436768,3139.0,1280.4,1683.0,4342.0,8249.600000000002,3947.148723084627,1997.0,66.08412604702379,42.916115254732105,200.65180361560903,4978553.923299571,3247.0,2243.0,2515.0,4733.0,5707.200000000001,1252.1281922884327,139061.7872722955,1130.0,908.0,989.0,1392.0,1802.6000000000004
284,r07c18,6,12.0,8078.651669085631,152.13497822931785,965.0957910014514,689.0,3931583.411321597,8234.0,5084.8,6845.0,9536.0,10655.0,5169.228842504744,4172495.5768531193,4707.0,3037.4,3788.0,5957.0,7997.199999999999,2960.826565464896,3062825.10122976,2439.0,1392.0,1823.0,3263.5,5709.2,2738.5738140417457,2635.0,67.4225064783849,54.24838374210595,219.41525958289964,2161846.316657749,2316.0,1721.4,1913.0,3063.0,3722.8,921.5495256166982,36529.90523222278,866.0,744.0,788.5,973.0,1241.0
285,r07c18,6,13.0,10020.14262560778,150.9643435980551,245.02269043760128,617.0,7049765.405914013,10154.0,6382.6,8128.0,12142.0,13228.2,4580.960056724179,4080338.103580616,4189.0,2329.0,3157.5,5789.5,7376.0,2401.1706452375324,1843687.3904027743,1917.0,1113.0,1409.0,3101.0,4414.0,2649.7362325691324,4231.0,114.55512561735456,49.76096079190855,291.66399692442883,2186527.9469712945,2200.0,1682.0,1860.0,2831.0,4040.0,1126.3999054597025,64572.9409973912,1035.0,897.0,943.0,1247.5,1458.0
286,r07c18,6,14.0,5068.425555555556,157.63,991.5,900.0,1162982.746680247,5223.5,3488.5,4367.25,5793.25,6405.8,5325.457596643692,5200304.45916989,5063.0,2376.6000000000004,3912.0,6654.0,8217.6,2777.0182798921187,2716574.8917845148,2384.0,1190.6,1595.0,3538.0,4844.6,3148.523524123464,3337.0,92.31110304866344,48.227271989760425,248.9777054234136,1750985.485886532,2767.0,2084.6,2408.0,3742.0,4467.6,1131.573269403656,59280.41604304189,1062.0,896.0,973.0,1205.0,1518.4
287,r07c18,6,15.0,4266.552359033371,159.26582278481013,1060.7675489067894,869.0,608964.1897211323,4323.0,3152.0,3841.0,4783.0,5265.400000000001,4596.808925204274,2164422.6636789828,4389.0,3097.0,3735.0,5141.0,6578.0,2563.722815839095,1286249.4121695694,2263.0,1552.0,1953.5,2817.0,3855.0,2372.235072281584,1591.0,54.75445558915208,40.4807097812072,170.8528137423857,1061952.077990551,2181.0,1597.0,1865.5,2438.0,3147.0,747.6442489000628,10727.2738182762,726.0,643.0,679.0,791.0,874.0
288,r07c18,6,16.0,8023.858024691358,159.92592592592592,446.7148148148148,810.0,4295251.069966469,8111.0,5022.4,6400.75,9773.5,10677.2,3525.968100890208,4619831.127691645,3196.0,1087.0,1689.5,4864.0,6350.900000000001,1979.758716617211,1861244.6411517656,1555.0,706.1,1004.0,2586.25,3520.9000000000005,2153.791357566766,5392.0,125.03196466541276,65.3815326743899,361.01933598375615,2096954.3999030527,1741.0,1171.0,1449.75,2217.5,3630.0,912.2883902077152,59652.39216491599,842.0,688.0,750.0,997.0,1221.9000000000003
289,r07c18,6,17.0,8044.35294117647,159.24264705882354,306.65808823529414,272.0,2557148.228373702,8324.5,5565.5,7061.25,9314.75,9817.7,2662.0261470152936,1028388.9707026188,2622.0,1495.0,1764.0,3331.0,4091.0,1418.6393685249136,341203.6800090734,1236.0,923.0,1032.0,1546.0,2283.8,1803.5185002466696,2027.0,83.66528528268348,32.20543809673567,212.62236636408613,74435.17023001517,1842.0,1424.0,1643.5,1991.5,2111.0,903.895411938826,28457.768045057244,849.0,771.0,806.0,924.0,1123.2000000000005
290,r07c18,6,18.0,7523.078324225865,169.63387978142077,323.9836065573771,549.0,2565617.791679523,7806.0,5036.200000000001,6630.0,8618.0,9350.6,5580.493364558938,2200701.954874004,5324.0,4297.0,4710.0,6284.0,7725.0,3023.0437158469945,1215874.8630381832,2773.0,2181.0,2391.0,3351.0,4557.0,2942.0444964871194,1281.0,46.5347053678736,36.255050807536655,141.71067811865476,1209240.993336222,2867.0,1858.0,2335.0,3118.0,4009.0,962.736924277908,31448.63727047748,914.0,794.0,857.0,1030.0,1228.0
291,r07c18,6,19.0,6259.787680209699,186.42201834862385,1032.173001310616,763.0,1302454.8618665717,6512.0,4405.6,5588.0,7095.5,7529.6,5460.157681520723,7672691.06114464,4720.5,2205.7,3338.25,7442.75,9431.4,2891.191025241508,3090963.0813030624,2312.0,1175.0,1507.0,3967.75,5175.3,2954.598161421004,6418.0,166.92801729090962,52.97427422186196,429.8772003600252,2201432.868909053,2337.5,1901.0,2091.25,3143.75,5298.3,1164.1033032097228,74234.49150981178,1072.0,910.7,963.0,1300.0,1532.0
292,r07c18,6,20.0,7425.312925170068,195.59410430839003,270.06349206349205,441.0,2688453.734277385,7711.0,4865.0,6259.0,8738.0,9400.0,5426.928632846088,14696704.832252674,4019.0,1795.5,2418.75,8063.5,11314.5,2746.1483949555745,4456280.406970052,1811.0,1063.0,1240.0,4004.25,5894.0,2872.964101461737,13956.0,136.37982157078278,131.96048207008545,461.7888886054566,3222661.506664864,2231.0,1563.0,1880.0,2771.25,6027.0,1137.486170822585,79313.00890878252,1040.0,883.0,936.0,1299.0,1515.0
293,r07c18,6,21.0,7389.367713004484,201.89461883408072,286.7645739910314,446.0,2661929.0890023927,7678.0,5011.5,6467.75,8518.5,9297.5,4727.167914955303,5496191.35257287,4288.0,2430.0,2976.5,5657.5,7769.000000000002,2564.1819280019326,2518224.646534964,2257.0,1187.8,1424.0,2939.5,4490.200000000001,2932.625755013288,4139.0,110.42525102097066,50.09865251560712,289.8772003600252,3209795.825391282,2361.0,1852.0,2034.0,3289.5,4258.200000000001,1083.1065474752356,108455.92848817672,989.0,837.0,880.0,1152.0,1474.2000000000005
294,r07c18,6,22.0,6984.281100478469,203.3755980861244,123.61483253588516,836.0,1988026.809738502,7176.5,4825.0,6112.5,7954.25,8561.0,5707.314904623343,3884200.766661137,5336.0,3634.0,4474.0,6574.0,8264.0,3150.01228580666,2168519.289212137,2829.0,1671.8000000000002,2188.0,3656.0,4841.8,3112.173617846751,3093.0,78.79527923231292,53.80838974815391,237.3147545195113,2436132.3659124523,2636.0,1937.2,2263.0,3541.0,4411.600000000001,1179.6909149692856,53159.738931364576,1113.0,950.2,1018.0,1277.0,1540.0
295,r07c18,6,23.0,5291.142574257426,208.42772277227724,962.438613861386,1010.0,976720.7935339672,5346.0,3877.4,4708.5,5959.0,6499.2,4113.828258221681,3409583.1205656626,4225.0,1617.0,2609.0,5242.0,6484.0,2389.6984165651643,1596462.8079512075,2372.0,956.4,1363.0,2933.0,4000.2,2407.104263093788,4105.0,99.27543294701162,61.58514461707424,321.8061325481597,1423181.090712642,1992.0,1441.0,1655.0,3019.0,3579.0,976.9247259439708,50007.65694039384,945.0,741.0,806.0,1066.0,1301.6
