,well,fov,centroid-0,centroid-1
2853,r07c18,4,337.9323797139142,222.12873862158648
2854,r07c18,4,352.95440251572325,821.1297169811321
2855,r07c18,4,345.03435114503816,95.88676844783716
2856,r07c18,4,368.76942783945344,889.9914602903501
2857,r07c18,4,370.4955595026643,721.9129662522203
2858,r07c18,4,375.6994535519125,147.5928961748634
2859,r07c18,4,374.3202328966521,787.5778748180495
2860,r07c18,4,383.5813609467456,757.0769230769231
2861,r07c18,4,393.9584905660377,105.7245283018868
2862,r07c18,4,405.6761363636364,202.4034090909091
2863,r07c18,4,411.0802919708029,862.9452554744526
2864,r07c18,4,420.1216795201371,452.0351328191945
2865,r07c18,4,415.63958060288337,824.4652686762779
2866,r07c18,4,433.0,18.062330623306234
2867,r07c18,4,437.1676575505351,44.800237812128415
2868,r07c18,4,517.6258680555555,156.39322916666666
2869,r07c18,4,566.3435582822086,1034.564417177914
2870,r07c18,4,591.8633754305396,142.0
2871,r07c18,4,602.9524495677233,1067.5561959654178
2872,r07c18,4,634.9127155172414,69.35668103448276
2873,r07c18,4,643.7559958289885,997.11157455683
2874,r07c18,4,638.5701254275941,186.20524515393387
2875,r07c18,4,667.5674778761062,222.9446902654867
2876,r07c18,4,688.4367149758455,142.9719806763285
2877,r07c18,4,689.83648989899,21.25378787878788
2878,r07c18,4,708.0909090909091,742.3903743315508
2879,r07c18,4,721.6938943894389,100.18894389438944
2880,r07c18,4,714.469730941704,1040.9226457399104
2881,r07c18,4,726.9437340153453,217.11508951406648
2882,r07c18,4,734.6565217391304,651.6495652173913
2883,r07c18,4,771.242314647378,701.9900542495479
2884,r07c18,4,777.6203807390817,29.754759238521835
2885,r07c18,4,784.25,195.57244897959183
2886,r07c18,4,795.9318885448916,126.50670794633643
2887,r07c18,4,822.8301886792453,27.18238993710692
2888,r07c18,4,840.7613219094247,1068.265605875153
2889,r07c18,4,863.5935541629365,714.6857654431514
2890,r07c18,4,878.1548223350254,591.4352791878173
2891,r07c18,4,897.3206896551724,7.896551724137931
2892,r07c18,4,911.1319018404909,990.5253067484664
2893,r07c18,4,920.4176029962548,648.0271535580524
2894,r07c18,4,926.605324074074,47.47569444444444
2895,r07c18,4,931.6323877068558,1053.0449172576832
2896,r07c18,4,921.7573529411764,106.40441176470588
2897,r07c18,4,941.8485804416404,101.8154574132492
2898,r07c18,4,949.7013422818792,551.8926174496644
2899,r07c18,4,947.5437158469946,64.87704918032787
2900,r07c18,4,969.0721153846154,71.3233173076923
2901,r07c18,4,976.0,111.42197802197802
2902,r07c18,4,990.3736903376018,982.0756693830036
2903,r07c18,4,985.3834951456312,3.116504854368932
2904,r07c18,4,1003.138014527845,1064.679176755448
2905,r07c18,4,1003.2156862745098,859.7647058823529
2906,r07c18,4,1006.738775510204,750.7885714285715
2907,r07c18,4,1037.1732283464569,485.8562992125984
2908,r07c18,4,1042.5196959225984,118.79612992398064
2909,r07c18,4,1052.219164118247,186.2466870540265
2910,r07c18,4,1043.715909090909,48.592045454545456
2911,r07c18,4,1060.604332129964,897.4563176895307
2912,r07c18,4,1064.8931419457736,60.07017543859649
2913,r07c18,4,1065.7971698113208,1071.875
2914,r07c18,4,1069.2483370288248,1052.2660753880266
2915,r07c18,3,9.029368575624082,55.09104258443465
2916,r07c18,3,18.24622030237581,151.63822894168467
2917,r07c18,3,13.179419525065963,1058.015831134565
2918,r07c18,3,64.83241973375098,211.8120595144871
2919,r07c18,3,87.55811277330265,101.41311852704258
2920,r07c18,3,116.19306358381505,1050.7179190751444
2921,r07c18,3,121.63164721141376,989.0992217898832
2922,r07c18,3,127.55902777777776,183.47482638888889
2923,r07c18,3,157.1265709156194,29.09874326750449
2924,r07c18,3,194.9686369119421,886.3534378769602
2925,r07c18,3,232.72931562819204,627.926455566905
2926,r07c18,3,236.0191693290735,690.9904153354632
2927,r07c18,3,233.94295302013424,848.3959731543624
2928,r07c18,3,244.4642166344294,824.541586073501
2929,r07c18,3,244.12946428571428,719.9553571428571
2930,r07c18,3,263.53731343283584,532.5255863539446
2931,r07c18,3,257.0689655172414,697.3862068965517
2932,r07c18,3,262.9301801801802,725.4459459459459
2933,r07c18,3,276.10327455919395,669.5579345088162
2934,r07c18,3,280.7140221402214,95.11346863468634
2935,r07c18,3,275.3614190687361,5.226164079822617
2936,r07c18,3,280.7854748603352,743.2346368715084
2937,r07c18,3,287.5668380462725,803.3817480719795
2938,r07c18,3,298.75221238938053,457.9889380530973
2939,r07c18,3,315.59760956175296,245.46852589641435
2940,r07c18,3,314.1735395189003,596.1993127147766
2941,r07c18,3,315.4564705882353,576.844705882353
2942,r07c18,3,318.8586118251928,1063.4383033419024
2943,r07c18,3,326.0376569037657,475.4041841004184
2944,r07c18,3,336.83375959079285,691.002557544757
2945,r07c18,3,342.66347992351814,746.7887189292543
